Subpartida Arancelaria,Descripción Arancelaria,CIIU Rev. 4 A.C (2021),División,Grupo,Clase,Descripción
8423301000,"Dosificadoras de cemento, asfalto o materias similares",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423309000,"Las demás basculas y balanzas para pesada constante, incluidas las de descargar pesos determinados en sacos (bolsas) u otros recipientes así como las dosificadoras de tolva",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423810000,Los demás aparatos e instrumentos para pesar con capacidad inferior o igual a 30 kg,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423820010,"Los demás aparatos e instrumentos para pesar, con capacidad superior a 30 kg. pero inferior o igual a 5000 kg, para vehículos",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423820090,"Los demás aparatos e instrumentos para pesar, con capacidad superior a 30 kg., pero inferior o igual a 5000 kg",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423821000,Los demás aparatos e instrumentos para pesar vehículos con capacidad superior a 30 kg pero inferior o igual a 5000 kg,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423829000,Los demás aparatos e instrumentos para pesar con capacidad superior a 30 kg pero inferior o igual a 5000 kg,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423890010,Los demás aparatos e instrumentos para pesar vehículos,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423890090,Los demás aparatos e instrumentos para pesar,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423891000,Los demás aparatos e instrumentos para pesar vehículos,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423899000,Los demás aparatos e instrumentos para pesar,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423900000,Pesas para toda clase de basculas o balanzas; partes de aparatos o instrumentos para pesar,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423900010,Pesas para toda clase de balanzas,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8423900090,"Partes de aparatos o instrumentos para pesar, de la partida 84.23",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424100000,"Extintores, incluso cargados",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424200000,Pistolas aerográficas y aparatos similares,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424300000,Máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424410000,Pulverizadores portátiles para agricultura u horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424490000,Los demás pulverizadores para agricultura u horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424811000,"Aparatos motorizados, incluso de autopropulsión, para la agricultura o la horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424811010,"Aparatos motorizados, incluso de autopropulsión, para la agricultura o la horticultura, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424811090,"Los demás aparatos motorizados, incluso de autopropulsión, para la agricultura o la horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424812000,"Aparatos portátiles para la agricultura u horticultura, de peso inferior a 20 kg",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424812010,"Los demás aparatos con peso inferior a 20 kg. para la agricultura o la horticultura, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424812090,Los demás aparatos para la agricultura o la horticultura con peso inferior a 20 kg,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424813000,"Sistemas de riego, para la agricultura u horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424813010,"Sistemas de riego, para la agricultura o la horticultura, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424813090,Los demás sistemas de riego para la agricultura o la horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424813100,"Sistemas de riego, para la agricultura o la horticultura, por goteo o aspersión",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424813900,Los demás sistemas de riego para la agricultura o la horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424819000,Los demás aparatos mecánicos (incluso manuales) para la agricultura u horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424819010,"Los demás aparatos mecánicos para la agricultura o la horticultura, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424819090,Los demás aparatos mecánicos para la agricultura o la horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424821000,"Aparatos portátiles de peso inferior a 20kg, para agricultura y horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424822100,"Sistemas de riego por goteo o aspersión, para agricultura y horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424822900,"Los demás sistemas de riego, para agricultura y horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424823000,"Aparatos portátiles, para agricultura y horticultura",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424829000,Los demás aparatos para agricultura u horticultura,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8424890010,Equipo de pintura para madera,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424890090,"Los demás aparatos mecánicos (incluso manuales), para proyectar, dispersar o pulverizar materias líquidas o en polvo",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424891000,Lavaparabrisas,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424899000,Los demás aparatos mecánicos (incluso manuales) de la partida 84.24,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424899010,Equipo de pintura para madera,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424899090,"Los demás aparatos mecánicos (incluso manuales), para proyectar, dispersar o pulverizar materias líquidas o en polvo",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424900000,Partes para aparatos mecánicos (incluso manuales) de la partida 84.24,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424900010,"Partes de dispersores para riego por ""lluvia artificial""",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424900020,Otras partes para aparatos de la subpartida 84.24.81,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424900090,Las demás partes de los aparatos de la partida 84.24,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424901000,"Aspersores y goteros, para sistemas de riego",2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8424909000,Las demás partes de los aparatos de la partida 84.24,2819.0,,,2819.0,Fabricación de otros tipos de maquinaria y equipo de uso general n.c.p.
8425110000,"Polipastos, con motor eléctrico",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425190000,Los demás polipastos,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425200000,Tornos para el ascenso y descenso de jaulas o montacargas en pozos de minas; tornos especialmente concebidos para el interior de minas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425310000,"Los demás tornos y cabrestantes, con motor eléctrico",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425311000,"Tornos con motor eléctrico, para el ascenso y descenso de jaulas o montacargas en pozos de minas; tornos especialmente concebidos para el interior de minas",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425319000,"Los demás tornos; cabestrantes, con motor eléctrico",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425390000,Los demás tornos y cabrestantes,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425391000,Los demás Tornos para el ascenso y descenso de jaulas o montacargas en pozos de minas; tornos especialmente concebidos para el interior de minas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425399000,Los demás tornos; cabrestantes,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425410000,"Gatos elevadores fijos para vehículos automóviles, del tipo de los utilizados en talleres",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425421000,Gatos hidráulicos: para el accionamiento de cajas basculantes de camiones automóviles y aparatos similares,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425422000,Los demás gatos hidráulicos portátiles para vehículos automóviles,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425429000,Los demás gatos hidráulicos,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425491000,Los demás gatos portátiles para vehículos automóviles,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8425499000,Los demás gatos portátiles,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426110000,"Puentes (incluidas las vigas) rodantes, sobre soporte fijo",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426120010,"Pórticos móviles sobre neumáticos, de descarga o de manipulación",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426120020,"Carretillas-puente, de descarga o de manipulación",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426121000,"Pórticos móviles sobre neumáticos, de descarga o de manipulación",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426122000,"Carretillas-puente, de descarga o de manipulación",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426190000,Los demás pórticos móviles sobre neumáticos y carretillas-puente,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426200000,Grúas de torre,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426300000,Grúas de pórtico,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426410010,"Grúas autopropulsadas, sobre neumáticos",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426410090,"Las demás máquinas y aparatos, autopropulsados sobre neumáticos",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426411000,"Carretillas grúas sobre neumáticos, autopropulsadas",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426419000,"Las demás máquinas y aparatos autopropulsados, sobre neumáticos",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426490000,Las demás máquinas y aparatos autopropulsados,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426490010,Las demás grúas autopropulsadas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426490090,"Las demás máquinas y aparatos, autopropulsados",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426910000,Las demás máquinas y aparatos diseñados para montarlos sobre vehículos de carretera,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426990010,"Cables aéreos (""blondines"")",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426990091,Grúas de tijera,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426990099,Las demás máquinas y aparatos de la partida 84.26 no expresadas antes,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426991000,"Cables aéreos (""blondines"")",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426992000,"Grúas de tijera (""derricks"")",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8426999000,Las demás máquinas y aparatos de la partida 84.26 no expresadas antes,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8427100000,Carretillas autopropulsadas con motor eléctrico,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8427200000,Las demás carretillas autopropulsadas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8427900000,Las demás carretillas apiladoras y las demás carretillas de manipulación con un dispositivo de elevación,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428101000,Ascensores sin cabina ni contrapeso,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428109000,Los demás ascensores y montacargas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428200000,"Aparatos elevadores o transportadores, neumáticos",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428310000,"Aparatos elevadores o transportadores, de acción continua, especialmente diseñados para el interior de minas u otros trabajos subterráneos",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8428320000,"Los demás aparatos elevadores o transportadores, de cangilones, de acción continua, para mercancías",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428330000,"Los demás aparatos elevadores o transportadores de banda o correa, de acción continua, para mercancías",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428390000,"Los demás aparatos elevadores o transportadores, de acción continua, para mercancías",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428400000,Escaleras mecánicas y pasillos móviles,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428500000,"Empujadores de vagonetas de minas, carros transbordadores, basculadores y volteadores, de vagones, vagonetas, etc., e instalaciones similares para la manipulación de material móvil sobre carriles (rieles)",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428600000,Teleféricos (incluidos los telesillas y los telesquís); mecanismos de tracción para funiculares,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428700000,Robots industriales,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428900000,"Las demás máquinas y aparatos de elevación, carga y descarga o manipulación de la partida 84.28 no incluidos antes",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428900010,Sistemas totalmente automatizados para la manipulación de valores,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428900090,"Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos)",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428901000,"Empujadores de vagonetas de minas, carros transbordadores, basculadores y volteadores, de vagones, de vagonetas, etc. e instalaciones similares para la manipulación de material móvil sobre carriles (rieles)",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428909010,Sistemas totalmente automatizados para la manipulación de valores,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8428909090,"Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos)",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8429110000,"Topadoras frontales (""bulldozers""), y topadoras angulares (""angledozers"") de orugas, autopropulsadas",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429190000,"Las demás topadoras (""buldozers""), y topadoras angulares (""angledozers""), autopropulsadas",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429200000,Niveladoras autopropulsadas,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429300000,"Traillas (""scrapers""), autopropulsadas",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429400000,Compactadoras y apisonadoras (aplanadoras),2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429400010,Apisonadoras autopropulsadas,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429400020,Rodillos apisonadores autopropulsados,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429510000,"Cargadoras y palas cargadoras de carga frontal, autopropulsadas",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429520000,Máquinas autopropulsadas cuya superestructura pueda girar 360 grados,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8429590000,"Las demás palas mecánicas, excavadoras, cargadoras y palas cargadoras, autopropulsadas, no incluidas antes",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430100000,"Martinetes y máquinas para arrancar pilotes, estancas o similares",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430100010,Martinetes,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430100020,Máquinas para arrancar pilotes,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430200000,Máquinas quitanieves,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430310000,"Cortadoras y arrancadoras de carbón o rocas y máquinas para hacer túneles o galerías, autopropulsadas",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430390000,"Las demás cortadoras y arrancadoras, y máquinas para hacer túneles o galerías",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430410000,"Las demás máquinas de sondeo o de perforación, autopropulsadas",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430490000,Las demás máquinas de sondeo o de perforación,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430500000,"Las demás máquinas y aparatos, autopropulsados",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430611000,"Rodillos apisonadores, sin propulsión",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430619000,"Las demás máquinas y aparatos para compactar o apisonar, sin propulsión",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430620000,"Traillas (""scrapers"") sin propulsión",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430690000,"Las demás máquinas y aparatos sin propulsión, no expresadas antes",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430691000,"Traillas (""scrapers"")",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8430699000,"Las demás máquinas y aparatos sin propulsión, no expresadas antes",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431100000,Partes identificables como destinadas exclusiva o principalmente a las máquinas o aparatos de la partida 84.25,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431101000,"Partes de polipastos, tornos y cabrestantes",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431102000,Partes de aparatos de la subpartida 84.25.42.10,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431109000,Las demás partes identificables como destinadas exclusiva o principalmente a las máquinas o aparatos de la partida 84.25,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431200000,Partes identificables como destinadas exclusiva o principalmente a las máquinas o aparatos de la partida 84.27,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431201000,Partes de carretillas de las subpartidas 84.27.10.00 y 84.27.20.00,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431202000,Partes de carretillas de la subpartida 84.27.90.00,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431301000,Dispositivos de seguridad (paracaídas) de ascensores y montacargas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431302000,Las demás partes de ascensores y montacargas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431303000,Rodillos para transportadores,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431309000,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.28",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431310000,"Partes identificables como destinadas exclusiva o principalmente a ascensores, montacargas o escaleras mecánicas de la partida 84.28",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431311000,Dispositivos de seguridad (paracaídas) de ascensores o montacargas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431319000,"Las demás partes de ascensores, montacargas o escaleras mecánicas",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431319010,Las demás partes de ascensores o montacargas,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431319090,"Las demás partes de ascensores, montacargas o escaleras mecánicas",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431390000,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.28",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431391000,Rodillos para transportadores,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431399000,Las demás partes de máquinas o aparatos de la partida 84.28,2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431401000,Partes de máquinas o aparatos de la partida 84.26,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431402000,"Hojas de topadoras (""bulldozers""), incluso angulares (""angledozers"")",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431403000,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.29",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431404000,Partes de máquinas o aparatos de las subpartidas 84.30.31.00 y 84.30.39.00,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431405000,Partes de máquinas o aparatos de las subpartidas 84.30.41.00 y 84.30.49.00,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431409000,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.30",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431410000,"Cangilones, cucharas, cucharas de almeja, palas y garras o pinzas de máquinas o aparatos de las partidas 84.26, 84.29 u 84.30",2816.0,,,2816.0,Fabricación de equipo de elevación y manipulación
8431420000,"Hojas de topadoras frontales (""buldozers"") o de topadoras angulares (""angledozers"")",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431430000,"Partes identificables como destinadas, exclusiva o principalmente a las máquinas de sondeo o perforación de las subpartidas nros. 84.30.41 u 84.30.49",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431431000,"Partes identificables como destinadas, exclusiva o principalmente a balancines de las subpartidas Nros. 84.30.41 u 84.30.49",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431439000,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas de sondeo o perforación de las subpartidas Nros. 84.30.41 u 84.30.49",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431490000,"Las demás partes identificables como destinadas, exclusiva o principalmente a las máquinas o aparatos de la partida 84.25 a 84.30 no incluidos antes",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431491000,Las demás partes de máquinas o aparatos de las subpartidas 84.30.31.00 y 84.30.39.00,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431499000,"Las demás partes para máquinas o aparatos de las partidas 84.26.84.29 u 84.30, no expresadas ni comprendidas antes",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431499010,Las demás partes de máquinas o aparatos de la partida 84.26,2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8431499090,"Las demás partes de máquinas o aparatos de las partidas 84.26,84.29 u 84.30",2824.0,,,2824.0,Fabricación de maquinaria para explotación de minas y canteras y para obras de construcción
8432100000,Arados,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432100010,Arados no producidos en el país,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432100090,Los demás arados,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432210000,"Gradas (rastras) de discos, para la preparación o el trabajo del suelo, o para el cultivo",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432210010,"Gradas de discos, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432210090,Las demás gradas de discos,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432290010,"Las demás gradas (rastras), escarificadores y extirpadores",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432290020,"Cultivadores, azadas rotativas (rotocultores), escardadoras y binadoras",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291000,"Las demás gradas (rastras), escarificadores y extirpadores",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291010,"Las demás gradas, escarificadores y extirpadores no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291011,"Las demás gradas, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291019,Las demás gradas,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291020,Escarificadores y extirpadores,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291021,"Escarificadores y extirpadores, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291029,Las demás escarificadoras y extirpadores,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432291090,"Los demás gradas, escarificadores y extirpadores",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432292000,"Cultivadores, azadas rotativas (rotocultores), escardadoras y binadoras",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432292010,"Cultivadores, rotocultores, escardadoras y binadoras, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432292090,"Los demás cultivadores, rotocultores, escardadoras y binadoras",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432300000,"Sembradoras, plantadoras y trasplantadoras",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432300010,"Sembradoras, plantadoras y trasplantadoras, no producidas en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432300090,"Las demás sembradoras, plantadoras y trasplantadoras",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432310000,"Sembradoras, plantadoras y trasplantadoras, para siembra directa",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432390000,"Las demás sembradoras, plantadoras y trasplantadoras",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432400000,Esparcidores de estiércol y distribuidores de abonos,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432400010,"Esparcidores de estiércol y distribuidores de abonos, no producidos en el país",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432400090,Los demás esparcidores de estiércol y distribuidores de abonos,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432410000,Esparcidores de estiércol,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432420000,Distribuidores de abonos,2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
8432800000,"Las demás máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas para la preparación o el trabajo del suelo, o para el cultivo",2821.0,,,2821.0,Fabricación de maquinaria agropecuaria y forestal
